countryiso3code,date,value
CEB,2020,101215763.0
CEB,2019,101864274.0
CEB,2018,102074201.0
CEB,2017,102337501.0
CEB,2016,102647939.0
CEB,2015,102973167.0
CEB,2014,103280478.0
CEB,2013,103570062.0
CEB,2012,103929494.0
CEB,2011,104174038.0
CEB,2010,104421447.0
CEB,2009,104800475.0
CEB,2008,105001883.0
CEB,2007,105378748.0
CEB,2006,105772481.0
CEB,2005,106041911.0
CEB,2004,106331716.0
CEB,2003,106624167.0
CEB,2002,106959751.0
CEB,2001,107660041.0
CEB,2000,108447824.0
EAR,2023,3511607650.0
EAR,2022,3470644834.0
EAR,2021,3432026092.0
EAR,2020,3396051187.0
EAR,2019,3355014793.0
EAR,2018,3314245247.0
EAR,2017,3274060446.0
EAR,2016,3233033717.0
EAR,2015,3190318707.0
EAR,2014,3146800078.0
EAR,2013,3103677284.0
EAR,2012,3058869436.0
EAR,2011,3013476947.0
EAR,2010,2967104472.0
EAR,2009,2921563644.0
EAR,2008,2875943965.0
EAR,2007,2830531957.0
EAR,2006,2784726644.0
EAR,2005,2738846905.0
EAR,2004,2693184997.0
EAR,2003,2647109296.0
EAR,2002,2601917557.0
EAR,2001,2556335424.0
EAR,2000,2509431470.0
EAS,2023,2384479340.0
EAS,2022,2379648196.0
EAS,2021,2375144416.0
EAS,2020,2369438682.0
EAS,2019,2359771090.0
EAS,2018,2347576325.0
EAS,2017,2333475520.0
EAS,2016,2317076058.0
EAS,2015,2300844269.0
EAS,2014,2284385542.0
EAS,2013,2267072102.0
EAS,2012,2249081393.0
EAS,2011,2230826576.0
EAS,2010,2214613815.0
EAS,2009,2199148703.0
EAS,2008,2183472438.0
EAS,2007,2167046538.0
EAS,2006,2150688938.0
EAS,2005,2134573057.0
EAS,2004,2118747885.0
EAS,2003,2102761941.0
EAS,2002,2086144389.0
EAS,2001,2068682053.0
EAS,2000,2050149617.0
EAP,2023,2137527754.0
EAP,2022,2133560408.0
EAP,2021,2128553744.0
EAP,2020,2121866294.0
EAP,2019,2112289891.0
EAP,2018,2100698838.0
EAP,2017,2087238522.0
EAP,2016,2071486140.0
EAP,2015,2056050896.0
EAP,2014,2040383789.0
EAP,2013,2023850158.0
EAP,2012,2006566431.0
EAP,2011,1989106668.0
EAP,2010,1973602166.0
EAP,2009,1959017463.0
EAP,2008,1944305887.0
EAP,2007,1929185103.0
EAP,2006,1914002124.0
EAP,2005,1898853723.0
EAP,2004,1883675167.0
EAP,2003,1868409996.0
EAP,2002,1852659155.0
EAP,2001,1836260943.0
EAP,2000,1819011507.0
TEA,2023,2111139152.0
TEA,2022,2107261123.0
TEA,2021,2102350702.0
TEA,2020,2095759417.0
TEA,2019,2086281644.0
TEA,2018,2074796982.0
TEA,2017,2061449949.0
TEA,2016,2045816761.0
TEA,2015,2030504270.0
TEA,2014,2014960984.0
TEA,2013,1998548872.0
TEA,2012,1981382735.0
TEA,2011,1964036970.0
TEA,2010,1948643347.0
TEA,2009,1934167856.0
TEA,2008,1919570287.0
TEA,2007,1904568042.0
TEA,2006,1889507244.0
TEA,2005,1874487158.0
TEA,2004,1859450104.0
TEA,2003,1844349334.0
TEA,2002,1828744767.0
TEA,2001,1812475067.0
TEA,2000,1795374943.0
EMU,2023,350292725.0
EMU,2022,348700885.0
EMU,2021,347207191.0
EMU,2020,346986142.0
EMU,2019,346496601.0
EMU,2018,345864630.0
EMU,2017,344810179.0
EMU,2016,344132977.0
EMU,2015,343180482.0
EMU,2014,342228563.0
EMU,2013,341639530.0
EMU,2012,341100659.0
EMU,2011,340367367.0
EMU,2010,341002804.0
EMU,2009,340136844.0
EMU,2008,338978475.0
EMU,2007,337282985.0
EMU,2006,335499702.0
EMU,2005,333897752.0
EMU,2004,332140117.0
EMU,2003,330286340.0
EMU,2002,328469678.0
EMU,2001,326861195.0
EMU,2000,325789631.0
ECS,2023,925640799.0
ECS,2022,925061269.0
ECS,2021,924702975.0
ECS,2020,923973838.0
ECS,2019,922218554.0
ECS,2018,918947897.0
ECS,2017,915290996.0
ECS,2016,911765648.0
ECS,2015,907676898.0
ECS,2014,903676408.0
ECS,2013,899985362.0
ECS,2012,896554203.0
ECS,2011,893009595.0
ECS,2010,890990371.0
ECS,2009,887741128.0
ECS,2008,884224673.0
ECS,2007,880656346.0
ECS,2006,878166933.0
ECS,2005,875563919.0
ECS,2004,873069464.0
ECS,2003,870529446.0
ECS,2002,868234843.0
ECS,2001,866590696.0
ECS,2000,865392479.0
ECA,2023,249053262.0
ECA,2022,250840400.0
ECA,2021,252189631.0
ECA,2020,250660609.0
ECA,2019,248863066.0
ECA,2018,246659127.0
ECA,2017,244533821.0
ECA,2016,242410814.0
ECA,2015,240232789.0
ECA,2014,238114658.0
ECA,2013,235983340.0
ECA,2012,233914892.0
ECA,2011,231988438.0
ECA,2010,230106440.0
ECA,2009,228250911.0
ECA,2008,226524480.0
ECA,2007,225016072.0
ECA,2006,224417513.0
ECA,2005,223360135.0
ECA,2004,222413290.0
ECA,2003,221399692.0
ECA,2002,220400259.0
ECA,2001,219435056.0
ECA,2000,218486598.0
TEC,2023,458932506.0
TEC,2022,461268322.0
TEC,2021,463426293.0
TEC,2020,463151657.0
TEC,2019,462219596.0
TEC,2018,460205526.0
TEC,2017,458235497.0
TEC,2016,456099634.0
TEC,2015,453811483.0
TEC,2014,451547765.0
TEC,2013,449206794.0
TEC,2012,446980794.0
TEC,2011,444846366.0
TEC,2010,442936599.0
TEC,2009,441304973.0
TEC,2008,439732746.0
TEC,2007,438680283.0
TEC,2006,438714358.0
TEC,2005,438333196.0
TEC,2004,438136036.0
TEC,2003,437905932.0
TEC,2002,437806951.0
TEC,2001,438100368.0
TEC,2000,438423541.0
EUU,2023,449425965.0
EUU,2022,447703403.0
EUU,2021,446227358.0
EUU,2020,446870959.0
EUU,2019,446910453.0
EUU,2018,446329890.0
EUU,2017,445321060.0
EUU,2016,444676652.0
EUU,2015,443793218.0
EUU,2014,442920819.0
EUU,2013,442425741.0
EUU,2012,442069839.0
EUU,2011,441414078.0
EUU,2010,442088310.0
EUU,2009,441388573.0
EUU,2008,440270719.0
EUU,2007,438796003.0
EUU,2006,437263803.0
EUU,2005,435789139.0
EUU,2004,434193248.0
EUU,2003,432512916.0
EUU,2002,430924112.0
EUU,2001,429909307.0
EUU,2000,429339162.0
FCS,2023,1058715836.0
FCS,2022,1038158122.0
FCS,2021,1018693077.0
FCS,2020,996691241.0
FCS,2019,974824119.0
FCS,2018,953648681.0
FCS,2017,933013886.0
FCS,2016,912614026.0
FCS,2015,892657785.0
FCS,2014,873158163.0
FCS,2013,853223055.0
FCS,2012,832872724.0
FCS,2011,812764221.0
FCS,2010,793160547.0
FCS,2009,773810618.0
FCS,2008,754858953.0
FCS,2007,736917394.0
FCS,2006,719788972.0
FCS,2005,702638957.0
FCS,2004,685830138.0
FCS,2003,669470707.0
FCS,2002,653056220.0
FCS,2001,637301077.0
FCS,2000,622883185.0
HPC,2023,917304254.0
HPC,2022,893906294.0
HPC,2021,870930036.0
HPC,2020,847743308.0
HPC,2019,824649053.0
HPC,2018,802020674.0
HPC,2017,779389964.0
HPC,2016,756895035.0
HPC,2015,735429414.0
HPC,2014,714769441.0
HPC,2013,694622934.0
HPC,2012,675397557.0
HPC,2011,656783491.0
HPC,2010,638796398.0
HPC,2009,621337653.0
HPC,2008,604007702.0
HPC,2007,587432384.0
HPC,2006,571454590.0
HPC,2005,555358929.0
HPC,2004,539803501.0
HPC,2003,524773987.0
HPC,2002,509679981.0
HPC,2001,495197350.0
HPC,2000,481984327.0
,2023,1408764584.0
,2022,1398530204.0
,2021,1391839631.0
,2020,1393490142.0
,2019,1389779202.0
,2018,1385103279.0
,2017,1380319892.0
,2016,1374284415.0
,2015,1366013616.0
,2014,1357496263.0
,2013,1350149879.0
,2012,1342428400.0
,2011,1334557663.0
,2010,1328657754.0
,2009,1322754052.0
,2008,1314671040.0
,2007,1305578110.0
,2006,1296891494.0
,2005,1289125857.0
,2004,1282168195.0
,2003,1275200577.0
,2002,1268559564.0
,2001,1262093741.0
,2000,1255696330.0
IBD,2023,4952554878.0
IBD,2022,4928522353.0
IBD,2021,4905534420.0
IBD,2020,4878606096.0
IBD,2019,4845361414.0
IBD,2018,4807240463.0
IBD,2017,4765998583.0
IBD,2016,4721753602.0
IBD,2015,4676922961.0
IBD,2014,4630723215.0
IBD,2013,4582036746.0
IBD,2012,4532140278.0
IBD,2011,4483152627.0
IBD,2010,4436714947.0
IBD,2009,4391389527.0
IBD,2008,4346234014.0
IBD,2007,4302067550.0
IBD,2006,4258827055.0
IBD,2005,4214082145.0
IBD,2004,4168676771.0
IBD,2003,4122775918.0
IBD,2002,4077229003.0
IBD,2001,4031080605.0
IBD,2000,3983328255.0
IBT,2023,6858864199.0
IBT,2022,6795050443.0
IBT,2021,6732972939.0
IBT,2020,6666779721.0
IBT,2019,6594502842.0
IBT,2018,6518316997.0
IBT,2017,6440236993.0
IBT,2016,6360340293.0
IBT,2015,6281111240.0
IBT,2014,6201723115.0
IBT,2013,6120535080.0
IBT,2012,6038998236.0
IBT,2011,5956718993.0
IBT,2010,5876645582.0
IBT,2009,5797994405.0
IBT,2008,5720065907.0
IBT,2007,5643505923.0
IBT,2006,5568236362.0
IBT,2005,5492481030.0
IBT,2004,5417128229.0
IBT,2003,5341840046.0
IBT,2002,5267145775.0
IBT,2001,5192348770.0
IBT,2000,5116723507.0
IDB,2023,664395892.0
IDB,2022,651895919.0
IDB,2021,639196319.0
IDB,2020,626440308.0
IDB,2019,614017319.0
IDB,2018,601951913.0
IDB,2017,590024074.0
IDB,2016,578463670.0
IDB,2015,567234056.0
IDB,2014,555868551.0
IDB,2013,544442648.0
IDB,2012,532980174.0
IDB,2011,520984443.0
IDB,2010,508422508.0
IDB,2009,495610570.0
IDB,2008,482975881.0
IDB,2007,470476526.0
IDB,2006,458394453.0
IDB,2005,447132945.0
IDB,2004,436147454.0
IDB,2003,425311302.0
IDB,2002,414935066.0
IDB,2001,404662385.0
IDB,2000,394129957.0
IDX,2023,1241913429.0
IDX,2022,1214632171.0
IDX,2021,1188242200.0
IDX,2020,1161733317.0
IDX,2019,1135124109.0
IDX,2018,1109124621.0
IDX,2017,1084214336.0
IDX,2016,1060123021.0
IDX,2015,1036954223.0
IDX,2014,1015131349.0
IDX,2013,994055686.0
IDX,2012,973877784.0
IDX,2011,952581923.0
IDX,2010,931508127.0
IDX,2009,910994308.0
IDX,2008,890856012.0
IDX,2007,870961847.0
IDX,2006,851014854.0
IDX,2005,831265940.0
IDX,2004,812304004.0
IDX,2003,793752826.0
IDX,2002,774981706.0
IDX,2001,756605780.0
IDX,2000,739265295.0
IDA,2023,1906309321.0
IDA,2022,1866528090.0
IDA,2021,1827438519.0
IDA,2020,1788173625.0
IDA,2019,1749141428.0
IDA,2018,1711076534.0
IDA,2017,1674238410.0
IDA,2016,1638586691.0
IDA,2015,1604188279.0
IDA,2014,1570999900.0
IDA,2013,1538498334.0
IDA,2012,1506857958.0
IDA,2011,1473566366.0
IDA,2010,1439930635.0
IDA,2009,1406604878.0
IDA,2008,1373831893.0
IDA,2007,1341438373.0
IDA,2006,1309409307.0
IDA,2005,1278398885.0
IDA,2004,1248451458.0
IDA,2003,1219064128.0
IDA,2002,1189916772.0
IDA,2001,1161268165.0
IDA,2000,1133395252.0
LTE,2023,2326636900.0
LTE,2022,2324125644.0
LTE,2021,2320449542.0
LTE,2020,2316461820.0
LTE,2019,2309164437.0
LTE,2018,2298652685.0
LTE,2017,2286095306.0
LTE,2016,2271028438.0
LTE,2015,2256276122.0
LTE,2014,2241237489.0
LTE,2013,2225083377.0
LTE,2012,2209359324.0
LTE,2011,2193171336.0
LTE,2010,2179525352.0
LTE,2009,2167303374.0
LTE,2008,2153941306.0
LTE,2007,2139958608.0
LTE,2006,2126122277.0
LTE,2005,2112603351.0
LTE,2004,2099412663.0
LTE,2003,2086139068.0
LTE,2002,2072599555.0
LTE,2001,2058600486.0
LTE,2000,2043581322.0
LCN,2023,657617663.0
LCN,2022,653104795.0
LCN,2021,649234493.0
LCN,2020,645497651.0
LCN,2019,640962372.0
LCN,2018,635778081.0
LCN,2017,630414986.0
LCN,2016,624737786.0
LCN,2015,618868462.0
LCN,2014,612849401.0
LCN,2013,606683307.0
LCN,2012,600420316.0
LCN,2011,594086829.0
LCN,2010,587752505.0
LCN,2009,581388129.0
LCN,2008,574908733.0
LCN,2007,568345245.0
LCN,2006,561751999.0
LCN,2005,555120780.0
LCN,2004,548455563.0
LCN,2003,541643365.0
LCN,2002,534691591.0
LCN,2001,527572583.0
LCN,2000,520272118.0
LAC,2023,589889543.0
LAC,2022,585648822.0
LAC,2021,581884231.0
LAC,2020,578091505.0
LAC,2019,573311679.0
LAC,2018,567711159.0
LAC,2017,561957179.0
LAC,2016,556440282.0
LAC,2015,551075145.0
LAC,2014,545661592.0
LAC,2013,540118712.0
LAC,2012,534503260.0
LAC,2011,528822706.0
LAC,2010,523147480.0
LAC,2009,517459947.0
LAC,2008,511659365.0
LAC,2007,505793340.0
LAC,2006,499910627.0
LAC,2005,494006571.0
LAC,2004,488032486.0
LAC,2003,481977727.0
LAC,2002,475799008.0
LAC,2001,469463143.0
LAC,2000,462953688.0
TLA,2023,642397939.0
TLA,2022,637837815.0
TLA,2021,633862610.0
TLA,2020,630051021.0
TLA,2019,625467307.0
TLA,2018,620274430.0
TLA,2017,614776664.0
TLA,2016,609017063.0
TLA,2015,603091701.0
TLA,2014,597023419.0
TLA,2013,590809938.0
TLA,2012,584524334.0
TLA,2011,578171855.0
TLA,2010,571822092.0
TLA,2009,565454932.0
TLA,2008,558968822.0
TLA,2007,552399650.0
TLA,2006,545805913.0
TLA,2005,539188798.0
TLA,2004,532556401.0
TLA,2003,525787222.0
TLA,2002,518881965.0
TLA,2001,511809816.0
TLA,2000,504556065.0
LDC,2023,1160824674.0
LDC,2022,1134585604.0
LDC,2021,1109175268.0
LDC,2020,1083636132.0
LDC,2019,1058013514.0
LDC,2018,1033110314.0
LDC,2017,1008993468.0
LDC,2016,985414939.0
LDC,2015,962508256.0
LDC,2014,940284138.0
LDC,2013,918269633.0
LDC,2012,896684951.0
LDC,2011,875685078.0
LDC,2010,855348118.0
LDC,2009,835687108.0
LDC,2008,816268129.0
LDC,2007,797516000.0
LDC,2006,779230030.0
LDC,2005,760741611.0
LDC,2004,742717957.0
LDC,2003,725111768.0
LDC,2002,707266809.0
LDC,2001,689878805.0
LDC,2000,673630102.0
LMY,2023,6499219471.0
LMY,2022,6438272260.0
LMY,2021,6378645843.0
LMY,2020,6314223170.0
LMY,2019,6243849229.0
LMY,2018,6169917356.0
LMY,2017,6094196886.0
LMY,2016,6017298320.0
LMY,2015,5941372154.0
LMY,2014,5865317415.0
LMY,2013,5787469694.0
LMY,2012,5709187884.0
LMY,2011,5630227189.0
LMY,2010,5553257507.0
LMY,2009,5477389130.0
LMY,2008,5402245137.0
LMY,2007,5328158709.0
LMY,2006,5255157355.0
LMY,2005,5181562375.0
LMY,2004,5108183576.0
LMY,2003,5034824498.0
LMY,2002,4961926647.0
LMY,2001,4888551481.0
LMY,2000,4814250279.0
,2023,607774703.0
,2022,591481496.0
,2021,576076618.0
,2020,560643073.0
,2019,544980983.0
,2018,529522043.0
,2017,514890519.0
,2016,501149314.0
,2015,488308267.0
,2014,476470767.0
,2013,465087882.0
,2012,453652889.0
,2011,441658754.0
,2010,429515596.0
,2009,417577386.0
,2008,405862712.0
,2007,394448347.0
,2006,383041001.0
,2005,371788197.0
,2004,361305645.0
,2003,351244442.0
,2002,341035328.0
,2001,331269527.0
,2000,322668237.0
,2023,3082002881.0
,2022,3043358377.0
,2021,3006243027.0
,2020,2968398856.0
,2019,2928617292.0
,2018,2888561818.0
,2017,2847931114.0
,2016,2806590212.0
,2015,2765011526.0
,2014,2723061855.0
,2013,2679816109.0
,2012,2637101332.0
,2011,2593815085.0
,2010,2550264612.0
,2009,2506795582.0
,2008,2464036877.0
,2007,2421545203.0
,2006,2378783316.0
,2005,2336911352.0
,2004,2295275996.0
,2003,2253206148.0
,2002,2211549617.0
,2001,2169474338.0
,2000,2126559759.0
MEA,2023,797801454.0
MEA,2022,782349366.0
MEA,2021,767578451.0
MEA,2020,756405281.0
MEA,2019,742714463.0
MEA,2018,730362334.0
MEA,2017,718887744.0
MEA,2016,707023525.0
MEA,2015,694232973.0
MEA,2014,680716578.0
MEA,2013,667464006.0
MEA,2012,653273442.0
MEA,2011,639053870.0
MEA,2010,624828664.0
MEA,2009,612128501.0
MEA,2008,597799097.0
MEA,2007,583743828.0
MEA,2006,569898499.0
MEA,2005,556210211.0
MEA,2004,543086512.0
MEA,2003,530338988.0
MEA,2002,518193093.0
MEA,2001,506478256.0
MEA,2000,494850317.0
MNA,2023,729077445.0
MNA,2022,716508657.0
MNA,2021,704458802.0
MNA,2020,692532027.0
MNA,2019,680490997.0
MNA,2018,668447432.0
MNA,2017,656767614.0
MNA,2016,645837915.0
MNA,2015,635352686.0
MNA,2014,624564062.0
MNA,2013,613151287.0
MNA,2012,601566988.0
MNA,2011,589646039.0
MNA,2010,577396038.0
MNA,2009,565038251.0
MNA,2008,552681993.0
MNA,2007,540838105.0
MNA,2006,529158464.0
MNA,2005,517240777.0
MNA,2004,505618583.0
MNA,2003,494288606.0
MNA,2002,483540516.0
MNA,2001,473223662.0
MNA,2000,462980522.0
TMN,2023,723911670.0
TMN,2022,711465045.0
TMN,2021,699536053.0
TMN,2020,687728758.0
TMN,2019,675805691.0
TMN,2018,663878345.0
TMN,2017,652312809.0
TMN,2016,641470827.0
TMN,2015,631082594.0
TMN,2014,620390664.0
TMN,2013,609074579.0
TMN,2012,597586990.0
TMN,2011,585763053.0
TMN,2010,573609877.0
TMN,2009,561349152.0
TMN,2008,549090016.0
TMN,2007,537343609.0
TMN,2006,525752130.0
TMN,2005,513920381.0
TMN,2004,502381957.0
TMN,2003,491133637.0
TMN,2002,480465143.0
TMN,2001,470225878.0
TMN,2000,460058369.0
MIC,2023,5891444768.0
MIC,2022,5846790764.0
MIC,2021,5802569225.0
MIC,2020,5753580097.0
MIC,2019,5698868246.0
MIC,2018,5640395313.0
MIC,2017,5579306367.0
MIC,2016,5516149006.0
MIC,2015,5453063887.0
MIC,2014,5388846648.0
MIC,2013,5322381812.0
MIC,2012,5255534995.0
MIC,2011,5188568435.0
MIC,2010,5123741911.0
MIC,2009,5059811744.0
MIC,2008,4996382425.0
MIC,2007,4933710362.0
MIC,2006,4872116354.0
MIC,2005,4809774178.0
MIC,2004,4746877931.0
MIC,2003,4683580056.0
MIC,2002,4620891319.0
MIC,2001,4557281954.0
MIC,2000,4491582042.0
NAC,2023,376954413.0
NAC,2022,373018004.0
NAC,2021,370404272.0
NAC,2020,369670740.0
NAC,2019,367908829.0
NAC,2018,365666028.0
NAC,2017,363217262.0
NAC,2016,360527592.0
NAC,2015,357583083.0
NAC,2014,354755155.0
NAC,2013,351870848.0
NAC,2012,349116140.0
NAC,2011,346242415.0
NAC,2010,343447854.0
NAC,2009,340465163.0
NAC,2008,337404564.0
NAC,2007,334183103.0
NAC,2006,331013939.0
NAC,2005,327822042.0
NAC,2004,324806660.0
NAC,2003,321812780.0
NAC,2002,319046534.0
NAC,2001,316051677.0
NAC,2000,312909691.0
OED,2023,1388472514.0
OED,2022,1379097485.0
OED,2021,1371811773.0
OED,2020,1369327995.0
OED,2019,1364155119.0
OED,2018,1356470975.0
OED,2017,1348127258.0
OED,2016,1340142055.0
OED,2015,1331675197.0
OED,2014,1323459714.0
OED,2013,1315427979.0
OED,2012,1307733583.0
OED,2011,1299644689.0
OED,2010,1292701737.0
OED,2009,1283973216.0
OED,2008,1274711058.0
OED,2007,1264728255.0
OED,2006,1255746646.0
OED,2005,1246656490.0
OED,2004,1237896576.0
OED,2003,1229012217.0
OED,2002,1220101353.0
OED,2001,1211109104.0
OED,2000,1202226474.0
OSS,2023,12842214.0
OSS,2022,12699005.0
OSS,2021,12541889.0
OSS,2020,12417333.0
OSS,2019,12281907.0
OSS,2018,12135267.0
OSS,2017,11989367.0
OSS,2016,11851918.0
OSS,2015,11722398.0
OSS,2014,11591200.0
OSS,2013,11466589.0
OSS,2012,11346082.0
OSS,2011,11226214.0
OSS,2010,11112466.0
OSS,2009,10989567.0
OSS,2008,10862640.0
OSS,2007,10730365.0
OSS,2006,10601352.0
OSS,2005,10479844.0
OSS,2004,10371059.0
OSS,2003,10269557.0
OSS,2002,10136134.0
OSS,2001,9961679.0
OSS,2000,9788238.0
PSS,2023,2689224.0
PSS,2022,2656049.0
PSS,2021,2625493.0
PSS,2020,2595522.0
PSS,2019,2568656.0
PSS,2018,2542009.0
PSS,2017,2509999.0
PSS,2016,2477794.0
PSS,2015,2445989.0
PSS,2014,2414338.0
PSS,2013,2382931.0
PSS,2012,2351924.0
PSS,2011,2320899.0
PSS,2010,2289399.0
PSS,2009,2262456.0
PSS,2008,2240739.0
PSS,2007,2218230.0
PSS,2006,2194265.0
PSS,2005,2170029.0
PSS,2004,2145505.0
PSS,2003,2120592.0
PSS,2002,2095273.0
PSS,2001,2069097.0
PSS,2000,2042274.0
PST,2023,1121892872.0
PST,2022,1117926537.0
PST,2021,1116609473.0
PST,2020,1117025276.0
PST,2019,1114907717.0
PST,2018,1111377470.0
PST,2017,1107161559.0
PST,2016,1102966925.0
PST,2015,1097890139.0
PST,2014,1093025476.0
PST,2013,1088424167.0
PST,2012,1084193277.0
PST,2011,1079468050.0
PST,2010,1076208648.0
PST,2009,1071118156.0
PST,2008,1065603711.0
PST,2007,1059147302.0
PST,2006,1052866351.0
PST,2005,1047140108.0
PST,2004,1041890752.0
PST,2003,1036498631.0
PST,2002,1031302538.0
PST,2001,1026105872.0
PST,2000,1021150563.0
PRE,2023,1078224044.0
PRE,2022,1051201551.0
PRE,2021,1024960313.0
PRE,2020,998624261.0
PRE,2019,972302503.0
PRE,2018,946317177.0
PRE,2017,920568701.0
PRE,2016,895239872.0
PRE,2015,870587800.0
PRE,2014,846420736.0
PRE,2013,822138419.0
PRE,2012,798002725.0
PRE,2011,774567417.0
PRE,2010,752046672.0
PRE,2009,730293963.0
PRE,2008,708796270.0
PRE,2007,688722596.0
PRE,2006,670229212.0
PRE,2005,651320620.0
PRE,2004,632445407.0
PRE,2003,614269146.0
PRE,2002,596114535.0
PRE,2001,578587390.0
PRE,2000,562428025.0
SST,2023,20051342.0
SST,2022,19852364.0
SST,2021,19646549.0
SST,2020,19472157.0
SST,2019,19293697.0
SST,2018,19084934.0
SST,2017,18865506.0
SST,2016,18671045.0
SST,2015,18482578.0
SST,2014,18292084.0
SST,2013,18107202.0
SST,2012,17926451.0
SST,2011,17748220.0
SST,2010,17575200.0
SST,2009,17398922.0
SST,2008,17228345.0
SST,2007,17047450.0
SST,2006,16868546.0
SST,2005,16699341.0
SST,2004,16597133.0
SST,2003,16441139.0
SST,2002,16250203.0
SST,2001,16017863.0
SST,2000,15786741.0
SAS,2023,1662580579.0
SAS,2022,1648009565.0
SAS,2021,1634785356.0
SAS,2020,1621073417.0
SAS,2019,1605412986.0
SAS,2018,1589164714.0
SAS,2017,1572520427.0
SAS,2016,1555111864.0
SAS,2015,1537370078.0
SAS,2014,1519839246.0
SAS,2013,1501661991.0
SAS,2012,1483553073.0
SAS,2011,1464372623.0
SAS,2010,1444967010.0
SAS,2009,1425370200.0
SAS,2008,1406047164.0
SAS,2007,1386949456.0
SAS,2006,1367187349.0
SAS,2005,1346886384.0
SAS,2004,1325950587.0
SAS,2003,1304347790.0
SAS,2002,1282584796.0
SAS,2001,1260149056.0
SAS,2000,1237185482.0
TSA,2023,1662580579.0
TSA,2022,1648009565.0
TSA,2021,1634785356.0
TSA,2020,1621073417.0
TSA,2019,1605412986.0
TSA,2018,1589164714.0
TSA,2017,1572520427.0
TSA,2016,1555111864.0
TSA,2015,1537370078.0
TSA,2014,1519839246.0
TSA,2013,1501661991.0
TSA,2012,1483553073.0
TSA,2011,1464372623.0
TSA,2010,1444967010.0
TSA,2009,1425370200.0
TSA,2008,1406047164.0
TSA,2007,1386949456.0
TSA,2006,1367187349.0
TSA,2005,1346886384.0
TSA,2004,1325950587.0
TSA,2003,1304347790.0
TSA,2002,1282584796.0
TSA,2001,1260149056.0
TSA,2000,1237185482.0
SSF,2023,1259902353.0
SSF,2022,1229208573.0
SSF,2021,1199011925.0
SSF,2020,1169015451.0
SSF,2019,1139315618.0
SSF,2018,1109997000.0
SSF,2017,1080941647.0
SSF,2016,1052824144.0
SSF,2015,1025251114.0
SSF,2014,997961037.0
SSF,2013,971232906.0
SSF,2012,944970310.0
SSF,2011,919528126.0
SSF,2010,894666657.0
SSF,2009,870347292.0
SSF,2008,846656872.0
SSF,2007,823564883.0
SSF,2006,801269368.0
SSF,2005,779665113.0
SSF,2004,758653144.0
SSF,2003,738316131.0
SSF,2002,718662153.0
SSF,2001,699588585.0
SSF,2000,681125107.0
SSA,2023,1131090888.0
SSA,2022,1103704408.0
SSA,2021,1076774079.0
SSA,2020,1049999318.0
SSA,2019,1023480610.0
SSA,2018,997236086.0
SSA,2017,971179323.0
SSA,2016,946011305.0
SSA,2015,921290560.0
